DataType;SortType;Threshold;Size;Time_ms
NearlySorted;Gybrid;10;55200;9.9835
NearlySorted;Gybrid;10;55300;9.946
NearlySorted;Gybrid;10;55400;10.1237
NearlySorted;Gybrid;10;55500;10.3501
NearlySorted;Gybrid;10;55600;11.2755
NearlySorted;Gybrid;10;55700;11.3525
NearlySorted;Gybrid;10;55800;12.5035
NearlySorted;Gybrid;10;55900;11.9917
NearlySorted;Gybrid;10;56000;9.842
NearlySorted;Gybrid;10;56100;10.0112
NearlySorted;Gybrid;10;56200;10.2288
NearlySorted;Gybrid;10;56300;11.3331
NearlySorted;Gybrid;10;56400;10.1098
NearlySorted;Gybrid;10;56500;10.1012
NearlySorted;Gybrid;10;56600;10.2881
NearlySorted;Gybrid;10;56700;10.1117
NearlySorted;Gybrid;10;56800;10.2919
NearlySorted;Gybrid;10;56900;10.3011
NearlySorted;Gybrid;10;57000;10.2776
NearlySorted;Gybrid;10;57100;10.3044
NearlySorted;Gybrid;10;57200;21.8643
NearlySorted;Gybrid;10;57300;10.2639
NearlySorted;Gybrid;10;57400;10.4211
NearlySorted;Gybrid;10;57500;10.0947
NearlySorted;Gybrid;10;57600;10.1661
NearlySorted;Gybrid;10;57700;10.0982
NearlySorted;Gybrid;10;57800;10.1125
NearlySorted;Gybrid;10;57900;10.2973
NearlySorted;Gybrid;10;58000;10.2342
NearlySorted;Gybrid;10;58100;10.2621
NearlySorted;Gybrid;10;58200;10.5201
NearlySorted;Gybrid;10;58300;10.6587
NearlySorted;Gybrid;10;58400;10.5111
NearlySorted;Gybrid;10;58500;10.754
NearlySorted;Gybrid;10;58600;10.6823
NearlySorted;Gybrid;10;58700;10.3599
NearlySorted;Gybrid;10;58800;10.6238
NearlySorted;Gybrid;10;58900;10.2837
NearlySorted;Gybrid;10;59000;10.3607
NearlySorted;Gybrid;10;59100;10.4456
NearlySorted;Gybrid;10;59200;10.8343
NearlySorted;Gybrid;10;59300;10.6983
NearlySorted;Gybrid;10;59400;10.4964
NearlySorted;Gybrid;10;59500;11.7192
NearlySorted;Gybrid;10;59600;10.7592
NearlySorted;Gybrid;10;59700;10.5012
NearlySorted;Gybrid;10;59800;10.6168
NearlySorted;Gybrid;10;59900;10.6318
NearlySorted;Gybrid;10;60000;10.6258
NearlySorted;Gybrid;10;60100;10.7127
NearlySorted;Gybrid;10;60200;10.7722
NearlySorted;Gybrid;10;60300;10.8078
NearlySorted;Gybrid;10;60400;10.6566
NearlySorted;Gybrid;10;60500;10.5623
NearlySorted;Gybrid;10;60600;11.3397
NearlySorted;Gybrid;10;60700;10.978
NearlySorted;Gybrid;10;60800;10.5327
NearlySorted;Gybrid;10;60900;10.7165
NearlySorted;Gybrid;10;61000;10.7074
NearlySorted;Gybrid;10;61100;11.9116
NearlySorted;Gybrid;10;61200;10.7154
NearlySorted;Gybrid;10;61300;11.1043
NearlySorted;Gybrid;10;61400;10.7886
NearlySorted;Gybrid;10;61500;10.7229
NearlySorted;Gybrid;10;61600;10.8104
NearlySorted;Gybrid;10;61700;10.9094
NearlySorted;Gybrid;10;61800;11.3112
NearlySorted;Gybrid;10;61900;11.1017
NearlySorted;Gybrid;10;62000;10.8769
NearlySorted;Gybrid;10;62100;10.895
NearlySorted;Gybrid;10;62200;10.8619
NearlySorted;Gybrid;10;62300;11.1436
NearlySorted;Gybrid;10;62400;10.8795
NearlySorted;Gybrid;10;62500;11.4831
NearlySorted;Gybrid;10;62600;11.1951
NearlySorted;Gybrid;10;62700;11.904
NearlySorted;Gybrid;10;62800;11.0404
NearlySorted;Gybrid;10;62900;11.0204
NearlySorted;Gybrid;10;63000;10.9686
NearlySorted;Gybrid;10;63100;11.482
NearlySorted;Gybrid;10;63200;11.0654
NearlySorted;Gybrid;10;63300;11.0692
NearlySorted;Gybrid;10;63400;11.3323
NearlySorted;Gybrid;10;63500;11.1826
NearlySorted;Gybrid;10;63600;11.7956
NearlySorted;Gybrid;10;63700;11.2549
NearlySorted;Gybrid;10;63800;11.0737
NearlySorted;Gybrid;10;63900;11.2301
NearlySorted;Gybrid;10;64000;11.6567
NearlySorted;Gybrid;10;64100;11.1574
NearlySorted;Gybrid;10;64200;11.1095
NearlySorted;Gybrid;10;64300;11.2167
NearlySorted;Gybrid;10;64400;11.2162
NearlySorted;Gybrid;10;64500;11.2894
NearlySorted;Gybrid;10;64600;11.3371
NearlySorted;Gybrid;10;64700;11.1553
NearlySorted;Gybrid;10;64800;11.3622
NearlySorted;Gybrid;10;64900;11.1993
NearlySorted;Gybrid;10;65000;11.214
NearlySorted;Gybrid;10;65100;11.4331
NearlySorted;Gybrid;10;65200;11.2283
NearlySorted;Gybrid;10;65300;11.5121
NearlySorted;Gybrid;10;65400;12.0304
NearlySorted;Gybrid;10;65500;11.7749
NearlySorted;Gybrid;10;65600;11.1949
NearlySorted;Gybrid;10;65700;11.2814
NearlySorted;Gybrid;10;65800;11.3871
NearlySorted;Gybrid;10;65900;11.4668
NearlySorted;Gybrid;10;66000;11.7423
NearlySorted;Gybrid;10;66100;11.4523
NearlySorted;Gybrid;10;66200;11.3297
NearlySorted;Gybrid;10;66300;11.5202
NearlySorted;Gybrid;10;66400;11.4872
NearlySorted;Gybrid;10;66500;11.7835
NearlySorted;Gybrid;10;66600;11.4279
NearlySorted;Gybrid;10;66700;11.5251
NearlySorted;Gybrid;10;66800;11.4651
NearlySorted;Gybrid;10;66900;11.6533
NearlySorted;Gybrid;10;67000;11.6389
NearlySorted;Gybrid;10;67100;11.6275
NearlySorted;Gybrid;10;67200;11.6137
NearlySorted;Gybrid;10;67300;11.6687
NearlySorted;Gybrid;10;67400;11.6889
NearlySorted;Gybrid;10;67500;11.6425
NearlySorted;Gybrid;10;67600;12.4059
NearlySorted;Gybrid;10;67700;11.658
NearlySorted;Gybrid;10;67800;11.6823
NearlySorted;Gybrid;10;67900;11.6528
NearlySorted;Gybrid;10;68000;11.6692
NearlySorted;Gybrid;10;68100;11.8982
NearlySorted;Gybrid;10;68200;11.7184
NearlySorted;Gybrid;10;68300;11.781
NearlySorted;Gybrid;10;68400;11.693
NearlySorted;Gybrid;10;68500;11.7699
NearlySorted;Gybrid;10;68600;12.4694
NearlySorted;Gybrid;10;68700;11.8469
NearlySorted;Gybrid;10;68800;11.7656
NearlySorted;Gybrid;10;68900;14.4956
NearlySorted;Gybrid;10;69000;12.0277
NearlySorted;Gybrid;10;69100;11.8423
NearlySorted;Gybrid;10;69200;11.9323
NearlySorted;Gybrid;10;69300;11.8593
NearlySorted;Gybrid;10;69400;11.9095
NearlySorted;Gybrid;10;69500;12.0428
NearlySorted;Gybrid;10;69600;12.0361
NearlySorted;Gybrid;10;69700;11.918
NearlySorted;Gybrid;10;69800;11.9714
NearlySorted;Gybrid;10;69900;11.8264
NearlySorted;Gybrid;10;70000;12.5852
NearlySorted;Gybrid;10;70100;12.4412
NearlySorted;Gybrid;10;70200;11.9049
NearlySorted;Gybrid;10;70300;13.0389
NearlySorted;Gybrid;10;70400;12.1473
NearlySorted;Gybrid;10;70500;12.0365
NearlySorted;Gybrid;10;70600;11.9976
NearlySorted;Gybrid;10;70700;12.0555
NearlySorted;Gybrid;10;70800;12.2474
NearlySorted;Gybrid;10;70900;12.086
NearlySorted;Gybrid;10;71000;12.1892
NearlySorted;Gybrid;10;71100;12.4144
NearlySorted;Gybrid;10;71200;13.5382
NearlySorted;Gybrid;10;71300;12.1052
NearlySorted;Gybrid;10;71400;13.0503
NearlySorted;Gybrid;10;71500;12.5552
NearlySorted;Gybrid;10;71600;12.6258
NearlySorted;Gybrid;10;71700;12.8664
NearlySorted;Gybrid;10;71800;12.277
NearlySorted;Gybrid;10;71900;12.4172
NearlySorted;Gybrid;10;72000;12.2887
NearlySorted;Gybrid;10;72100;12.2841
NearlySorted;Gybrid;10;72200;12.3228
NearlySorted;Gybrid;10;72300;12.4794
NearlySorted;Gybrid;10;72400;12.3811
NearlySorted;Gybrid;10;72500;12.3779
NearlySorted;Gybrid;10;72600;12.3051
NearlySorted;Gybrid;10;72700;12.4476
NearlySorted;Gybrid;10;72800;14.0999
NearlySorted;Gybrid;10;72900;13.497
NearlySorted;Gybrid;10;73000;12.4476
NearlySorted;Gybrid;10;73100;12.5694
NearlySorted;Gybrid;10;73200;12.74
NearlySorted;Gybrid;10;73300;12.4831
NearlySorted;Gybrid;10;73400;12.5498
NearlySorted;Gybrid;10;73500;12.5823
NearlySorted;Gybrid;10;73600;12.449
NearlySorted;Gybrid;10;73700;12.4859
NearlySorted;Gybrid;10;73800;12.6214
NearlySorted;Gybrid;10;73900;12.9053
NearlySorted;Gybrid;10;74000;13.7322
NearlySorted;Gybrid;10;74100;12.9235
NearlySorted;Gybrid;10;74200;13.6572
NearlySorted;Gybrid;10;74300;12.5967
NearlySorted;Gybrid;10;74400;12.6052
NearlySorted;Gybrid;10;74500;12.6554
NearlySorted;Gybrid;10;74600;12.5724
NearlySorted;Gybrid;10;74700;13.5453
NearlySorted;Gybrid;10;74800;12.8698
NearlySorted;Gybrid;10;74900;12.7289
NearlySorted;Gybrid;10;75000;12.6852
NearlySorted;Gybrid;10;75100;13.984
NearlySorted;Gybrid;10;75200;13.0584
NearlySorted;Gybrid;10;75300;13.1387
NearlySorted;Gybrid;10;75400;12.8328
NearlySorted;Gybrid;10;75500;12.9278
NearlySorted;Gybrid;10;75600;12.9673
NearlySorted;Gybrid;10;75700;12.867
NearlySorted;Gybrid;10;75800;12.8141
NearlySorted;Gybrid;10;75900;12.8952
NearlySorted;Gybrid;10;76000;12.9608
NearlySorted;Gybrid;10;76100;12.8062
NearlySorted;Gybrid;10;76200;12.838
NearlySorted;Gybrid;10;76300;12.9647
NearlySorted;Gybrid;10;76400;13.0625
NearlySorted;Gybrid;10;76500;12.9105
NearlySorted;Gybrid;10;76600;13.0778
NearlySorted;Gybrid;10;76700;13.4807
NearlySorted;Gybrid;10;76800;13.05
NearlySorted;Gybrid;10;76900;12.9869
NearlySorted;Gybrid;10;77000;13.0454
NearlySorted;Gybrid;10;77100;13.0064
NearlySorted;Gybrid;10;77200;13.1707
NearlySorted;Gybrid;10;77300;13.1544
NearlySorted;Gybrid;10;77400;13.0188
NearlySorted;Gybrid;10;77500;13.142
NearlySorted;Gybrid;10;77600;13.0769
NearlySorted;Gybrid;10;77700;13.1347
NearlySorted;Gybrid;10;77800;13.1291
NearlySorted;Gybrid;10;77900;14.3181
NearlySorted;Gybrid;10;78000;13.1106
NearlySorted;Gybrid;10;78100;14.0329
NearlySorted;Gybrid;10;78200;13.3234
NearlySorted;Gybrid;10;78300;14.2812
NearlySorted;Gybrid;10;78400;13.2348
NearlySorted;Gybrid;10;78500;13.2168
NearlySorted;Gybrid;10;78600;14.161
NearlySorted;Gybrid;10;78700;14.2646
NearlySorted;Gybrid;10;78800;13.152
NearlySorted;Gybrid;10;78900;13.2849
NearlySorted;Gybrid;10;79000;13.2276
NearlySorted;Gybrid;10;79100;13.4044
NearlySorted;Gybrid;10;79200;14.1386
NearlySorted;Gybrid;10;79300;13.7046
NearlySorted;Gybrid;10;79400;13.4957
NearlySorted;Gybrid;10;79500;13.3177
NearlySorted;Gybrid;10;79600;13.499
NearlySorted;Gybrid;10;79700;13.2866
NearlySorted;Gybrid;10;79800;13.527
NearlySorted;Gybrid;10;79900;13.9487
NearlySorted;Gybrid;10;80000;14.3886
NearlySorted;Gybrid;10;80100;13.4313
NearlySorted;Gybrid;10;80200;13.4054
NearlySorted;Gybrid;10;80300;13.5037
NearlySorted;Gybrid;10;80400;13.6132
NearlySorted;Gybrid;10;80500;13.545
NearlySorted;Gybrid;10;80600;15.2983
NearlySorted;Gybrid;10;80700;13.5188
NearlySorted;Gybrid;10;80800;13.6137
NearlySorted;Gybrid;10;80900;13.6369
NearlySorted;Gybrid;10;81000;13.7243
NearlySorted;Gybrid;10;81100;13.5193
NearlySorted;Gybrid;10;81200;13.6934
NearlySorted;Gybrid;10;81300;13.6665
NearlySorted;Gybrid;10;81400;13.5665
NearlySorted;Gybrid;10;81500;13.8072
NearlySorted;Gybrid;10;81600;13.717
NearlySorted;Gybrid;10;81700;13.7314
NearlySorted;Gybrid;10;81800;13.5563
NearlySorted;Gybrid;10;81900;13.6302
NearlySorted;Gybrid;10;82000;14.7801
NearlySorted;Gybrid;10;82100;14.3559
NearlySorted;Gybrid;10;82200;13.918
NearlySorted;Gybrid;10;82300;13.8415
NearlySorted;Gybrid;10;82400;14.0226
NearlySorted;Gybrid;10;82500;14.4706
NearlySorted;Gybrid;10;82600;14.126
NearlySorted;Gybrid;10;82700;14.1135
NearlySorted;Gybrid;10;82800;14.3404
NearlySorted;Gybrid;10;82900;14.6565
NearlySorted;Gybrid;10;83000;14.2697
NearlySorted;Gybrid;10;83100;14.3555
NearlySorted;Gybrid;10;83200;14.2322
NearlySorted;Gybrid;10;83300;14.8119
NearlySorted;Gybrid;10;83400;14.4551
NearlySorted;Gybrid;10;83500;14.5842
NearlySorted;Gybrid;10;83600;15.3944
NearlySorted;Gybrid;10;83700;14.5648
NearlySorted;Gybrid;10;83800;14.5938
NearlySorted;Gybrid;10;83900;14.7056
NearlySorted;Gybrid;10;84000;16.1021
NearlySorted;Gybrid;10;84100;14.8896
NearlySorted;Gybrid;10;84200;15.5093
NearlySorted;Gybrid;10;84300;15.0576
NearlySorted;Gybrid;10;84400;15.1086
NearlySorted;Gybrid;10;84500;15.3132
NearlySorted;Gybrid;10;84600;15.1626
NearlySorted;Gybrid;10;84700;15.1038
NearlySorted;Gybrid;10;84800;15.0053
NearlySorted;Gybrid;10;84900;15.487
NearlySorted;Gybrid;10;85000;15.226
NearlySorted;Gybrid;10;85100;15.2879
NearlySorted;Gybrid;10;85200;15.2234
NearlySorted;Gybrid;10;85300;15.3254
NearlySorted;Gybrid;10;85400;15.3153
NearlySorted;Gybrid;10;85500;15.391
NearlySorted;Gybrid;10;85600;15.5031
NearlySorted;Gybrid;10;85700;16.0815
NearlySorted;Gybrid;10;85800;15.5093
NearlySorted;Gybrid;10;85900;15.4827
NearlySorted;Gybrid;10;86000;15.589
NearlySorted;Gybrid;10;86100;15.7849
NearlySorted;Gybrid;10;86200;15.68
NearlySorted;Gybrid;10;86300;15.7376
NearlySorted;Gybrid;10;86400;16.4833
NearlySorted;Gybrid;10;86500;15.9503
NearlySorted;Gybrid;10;86600;15.9358
NearlySorted;Gybrid;10;86700;16.1376
NearlySorted;Gybrid;10;86800;16.9559
NearlySorted;Gybrid;10;86900;16.061
NearlySorted;Gybrid;10;87000;16.2345
NearlySorted;Gybrid;10;87100;16.1635
NearlySorted;Gybrid;10;87200;16.5818
NearlySorted;Gybrid;10;87300;16.361
NearlySorted;Gybrid;10;87400;16.2648
NearlySorted;Gybrid;10;87500;16.4407
NearlySorted;Gybrid;10;87600;17.3263
NearlySorted;Gybrid;10;87700;16.5589
NearlySorted;Gybrid;10;87800;16.6822
NearlySorted;Gybrid;10;87900;16.4341
NearlySorted;Gybrid;10;88000;16.5225
NearlySorted;Gybrid;10;88100;16.8511
NearlySorted;Gybrid;10;88200;16.6726
NearlySorted;Gybrid;10;88300;17.8789
NearlySorted;Gybrid;10;88400;17.9004
NearlySorted;Gybrid;10;88500;17.4104
NearlySorted;Gybrid;10;88600;17.9882
NearlySorted;Gybrid;10;88700;17.7483
NearlySorted;Gybrid;10;88800;16.907
NearlySorted;Gybrid;10;88900;16.828
NearlySorted;Gybrid;10;89000;17.0684
NearlySorted;Gybrid;10;89100;17.1708
NearlySorted;Gybrid;10;89200;17.1307
NearlySorted;Gybrid;10;89300;17.2062
NearlySorted;Gybrid;10;89400;17.3164
NearlySorted;Gybrid;10;89500;17.6652
NearlySorted;Gybrid;10;89600;17.255
NearlySorted;Gybrid;10;89700;18.5853
NearlySorted;Gybrid;10;89800;17.3561
NearlySorted;Gybrid;10;89900;18.1147
NearlySorted;Gybrid;10;90000;18.2708
NearlySorted;Gybrid;10;90100;17.5757
NearlySorted;Gybrid;10;90200;17.6818
NearlySorted;Gybrid;10;90300;17.5806
NearlySorted;Gybrid;10;90400;17.7849
NearlySorted;Gybrid;10;90500;18.5634
NearlySorted;Gybrid;10;90600;17.716
NearlySorted;Gybrid;10;90700;17.4548
NearlySorted;Gybrid;10;90800;18.3062
NearlySorted;Gybrid;10;90900;17.6969
NearlySorted;Gybrid;10;91000;17.8296
NearlySorted;Gybrid;10;91100;17.5439
NearlySorted;Gybrid;10;91200;18.8903
NearlySorted;Gybrid;10;91300;17.6244
NearlySorted;Gybrid;10;91400;18.8219
NearlySorted;Gybrid;10;91500;17.8979
NearlySorted;Gybrid;10;91600;17.8169
NearlySorted;Gybrid;10;91700;18.079
NearlySorted;Gybrid;10;91800;17.9766
NearlySorted;Gybrid;10;91900;18.1425
NearlySorted;Gybrid;10;92000;18.2312
NearlySorted;Gybrid;10;92100;18.197
NearlySorted;Gybrid;10;92200;18.1713
NearlySorted;Gybrid;10;92300;18.0882
NearlySorted;Gybrid;10;92400;18.0932
NearlySorted;Gybrid;10;92500;18.4835
NearlySorted;Gybrid;10;92600;18.58
NearlySorted;Gybrid;10;92700;18.1732
NearlySorted;Gybrid;10;92800;18.8418
NearlySorted;Gybrid;10;92900;18.1221
NearlySorted;Gybrid;10;93000;18.1279
NearlySorted;Gybrid;10;93100;18.1509
NearlySorted;Gybrid;10;93200;18.3468
NearlySorted;Gybrid;10;93300;18.615
NearlySorted;Gybrid;10;93400;18.2177
NearlySorted;Gybrid;10;93500;18.2626
NearlySorted;Gybrid;10;93600;18.763
NearlySorted;Gybrid;10;93700;19.9947
NearlySorted;Gybrid;10;93800;18.2221
NearlySorted;Gybrid;10;93900;18.1952
NearlySorted;Gybrid;10;94000;18.388
NearlySorted;Gybrid;10;94100;18.4786
NearlySorted;Gybrid;10;94200;18.5321
NearlySorted;Gybrid;10;94300;19.217
NearlySorted;Gybrid;10;94400;18.4519
NearlySorted;Gybrid;10;94500;18.406
NearlySorted;Gybrid;10;94600;18.5406
NearlySorted;Gybrid;10;94700;18.451
NearlySorted;Gybrid;10;94800;18.4308
NearlySorted;Gybrid;10;94900;18.3705
NearlySorted;Gybrid;10;95000;19.4266
NearlySorted;Gybrid;10;95100;18.5793
NearlySorted;Gybrid;10;95200;18.3107
NearlySorted;Gybrid;10;95300;20.5114
NearlySorted;Gybrid;10;95400;18.3074
NearlySorted;Gybrid;10;95500;19.8522
NearlySorted;Gybrid;10;95600;18.4228
NearlySorted;Gybrid;10;95700;18.5633
NearlySorted;Gybrid;10;95800;18.5315
NearlySorted;Gybrid;10;95900;18.7823
NearlySorted;Gybrid;10;96000;18.4985
NearlySorted;Gybrid;10;96100;19.3371
NearlySorted;Gybrid;10;96200;18.4581
NearlySorted;Gybrid;10;96300;20.1367
NearlySorted;Gybrid;10;96400;19.035
NearlySorted;Gybrid;10;96500;18.542
NearlySorted;Gybrid;10;96600;19.3042
NearlySorted;Gybrid;10;96700;18.4376
NearlySorted;Gybrid;10;96800;19.4379
NearlySorted;Gybrid;10;96900;18.4467
NearlySorted;Gybrid;10;97000;18.5254
NearlySorted;Gybrid;10;97100;18.6653
NearlySorted;Gybrid;10;97200;18.8853
NearlySorted;Gybrid;10;97300;20.3117
NearlySorted;Gybrid;10;97400;18.6196
NearlySorted;Gybrid;10;97500;18.8782
NearlySorted;Gybrid;10;97600;19.877
NearlySorted;Gybrid;10;97700;18.9145
NearlySorted;Gybrid;10;97800;18.9121
NearlySorted;Gybrid;10;97900;20.645
NearlySorted;Gybrid;10;98000;18.737
NearlySorted;Gybrid;10;98100;18.7933
NearlySorted;Gybrid;10;98200;20.0148
NearlySorted;Gybrid;10;98300;18.8274
NearlySorted;Gybrid;10;98400;18.8617
NearlySorted;Gybrid;10;98500;19.8957
NearlySorted;Gybrid;10;98600;18.8149
NearlySorted;Gybrid;10;98700;18.8396
NearlySorted;Gybrid;10;98800;18.7807
NearlySorted;Gybrid;10;98900;18.8697
NearlySorted;Gybrid;10;99000;18.8886
NearlySorted;Gybrid;10;99100;19.0321
NearlySorted;Gybrid;10;99200;19.2135
NearlySorted;Gybrid;10;99300;20.0981
NearlySorted;Gybrid;10;99400;19.5592
NearlySorted;Gybrid;10;99500;19.3614
NearlySorted;Gybrid;10;99600;19.1373
NearlySorted;Gybrid;10;99700;19.2322
NearlySorted;Gybrid;10;99800;19.9934
NearlySorted;Gybrid;10;99900;19.1702
NearlySorted;Gybrid;10;100000;19.8342
NearlySorted;Gybrid;40;500;0.029
NearlySorted;Gybrid;40;600;0.0348
NearlySorted;Gybrid;40;700;0.0498
NearlySorted;Gybrid;40;800;0.056
NearlySorted;Gybrid;40;900;0.0621
NearlySorted;Gybrid;40;1000;0.068
NearlySorted;Gybrid;40;1100;0.0771
NearlySorted;Gybrid;40;1200;0.0815
NearlySorted;Gybrid;40;1300;0.0995
NearlySorted;Gybrid;40;1400;0.1148
NearlySorted;Gybrid;40;1500;0.1222
NearlySorted;Gybrid;40;1600;0.129
NearlySorted;Gybrid;40;1700;0.1348
NearlySorted;Gybrid;40;1800;0.1436
NearlySorted;Gybrid;40;1900;0.1507
NearlySorted;Gybrid;40;2000;0.1572
NearlySorted;Gybrid;40;2100;0.1659
NearlySorted;Gybrid;40;2200;0.1724
NearlySorted;Gybrid;40;2300;0.179
NearlySorted;Gybrid;40;2400;0.3056
NearlySorted;Gybrid;40;2500;0.1957
NearlySorted;Gybrid;40;2600;0.2259
NearlySorted;Gybrid;40;2700;0.2471
NearlySorted;Gybrid;40;2800;0.2548
NearlySorted;Gybrid;40;2900;0.3101
NearlySorted;Gybrid;40;3000;0.2757
NearlySorted;Gybrid;40;3100;0.287
NearlySorted;Gybrid;40;3200;0.3367
NearlySorted;Gybrid;40;3300;0.2961
NearlySorted;Gybrid;40;3400;0.3055
NearlySorted;Gybrid;40;3500;0.3146
NearlySorted;Gybrid;40;3600;0.3218
NearlySorted;Gybrid;40;3700;0.3314
NearlySorted;Gybrid;40;3800;0.3413
NearlySorted;Gybrid;40;3900;0.418
NearlySorted;Gybrid;40;4000;0.3545
NearlySorted;Gybrid;40;4100;0.3658
NearlySorted;Gybrid;40;4200;0.3744
NearlySorted;Gybrid;40;4300;0.3839
NearlySorted;Gybrid;40;4400;0.3893
NearlySorted;Gybrid;40;4500;0.4042
NearlySorted;Gybrid;40;4600;0.4061
NearlySorted;Gybrid;40;4700;0.4182
NearlySorted;Gybrid;40;4800;0.4278
NearlySorted;Gybrid;40;4900;0.4333
NearlySorted;Gybrid;40;5000;0.4911
NearlySorted;Gybrid;40;5100;0.4552
NearlySorted;Gybrid;40;5200;0.5105
NearlySorted;Gybrid;40;5300;0.5437
NearlySorted;Gybrid;40;5400;0.5561
NearlySorted;Gybrid;40;5500;0.5685
NearlySorted;Gybrid;40;5600;0.5768
NearlySorted;Gybrid;40;5700;0.5826
NearlySorted;Gybrid;40;5800;0.5908
NearlySorted;Gybrid;40;5900;0.6004
NearlySorted;Gybrid;40;6000;0.6134
NearlySorted;Gybrid;40;6100;0.6175
NearlySorted;Gybrid;40;6200;0.6342
NearlySorted;Gybrid;40;6300;0.6448
NearlySorted;Gybrid;40;6400;0.6472
NearlySorted;Gybrid;40;6500;0.6604
NearlySorted;Gybrid;40;6600;0.6666
NearlySorted;Gybrid;40;6700;0.6749
NearlySorted;Gybrid;40;6800;0.6878
NearlySorted;Gybrid;40;6900;0.7406
NearlySorted;Gybrid;40;7000;0.7075
NearlySorted;Gybrid;40;7100;0.7147
NearlySorted;Gybrid;40;7200;0.7252
NearlySorted;Gybrid;40;7300;0.7324
NearlySorted;Gybrid;40;7400;0.7378
NearlySorted;Gybrid;40;7500;0.7499
NearlySorted;Gybrid;40;7600;0.7627
NearlySorted;Gybrid;40;7700;0.766
NearlySorted;Gybrid;40;7800;0.8387
NearlySorted;Gybrid;40;7900;0.7879
NearlySorted;Gybrid;40;8000;0.7973
NearlySorted;Gybrid;40;8100;0.8086
NearlySorted;Gybrid;40;8200;0.8134
NearlySorted;Gybrid;40;8300;0.835
NearlySorted;Gybrid;40;8400;1.2096
NearlySorted;Gybrid;40;8500;0.8482
NearlySorted;Gybrid;40;8600;0.8549
NearlySorted;Gybrid;40;8700;0.8608
NearlySorted;Gybrid;40;8800;0.8816
NearlySorted;Gybrid;40;8900;0.8925
NearlySorted;Gybrid;40;9000;0.8919
NearlySorted;Gybrid;40;9100;0.8986
NearlySorted;Gybrid;40;9200;0.9085
NearlySorted;Gybrid;40;9300;0.9201
NearlySorted;Gybrid;40;9400;0.9694
NearlySorted;Gybrid;40;9500;0.9387
NearlySorted;Gybrid;40;9600;0.9515
NearlySorted;Gybrid;40;9700;0.9611
NearlySorted;Gybrid;40;9800;0.9657
NearlySorted;Gybrid;40;9900;0.9796
NearlySorted;Gybrid;40;10000;0.9835
NearlySorted;Gybrid;40;10100;1.0009
NearlySorted;Gybrid;40;10200;1.0029
NearlySorted;Gybrid;40;10300;1.0453
NearlySorted;Gybrid;40;10400;1.1245
NearlySorted;Gybrid;40;10500;1.4927
NearlySorted;Gybrid;40;10600;1.1923
NearlySorted;Gybrid;40;10700;1.2056
NearlySorted;Gybrid;40;10800;1.213
NearlySorted;Gybrid;40;10900;1.2344
NearlySorted;Gybrid;40;11000;1.2437
NearlySorted;Gybrid;40;11100;1.2492
NearlySorted;Gybrid;40;11200;1.2595
NearlySorted;Gybrid;40;11300;1.2716
NearlySorted;Gybrid;40;11400;1.2865
NearlySorted;Gybrid;40;11500;1.2901
NearlySorted;Gybrid;40;11600;1.3077
NearlySorted;Gybrid;40;11700;1.3164
NearlySorted;Gybrid;40;11800;1.3966
NearlySorted;Gybrid;40;11900;1.3338
NearlySorted;Gybrid;40;12000;1.47
NearlySorted;Gybrid;40;12100;1.3517
NearlySorted;Gybrid;40;12200;1.36
NearlySorted;Gybrid;40;12300;1.3719
NearlySorted;Gybrid;40;12400;1.3835
NearlySorted;Gybrid;40;12500;2.2697
NearlySorted;Gybrid;40;12600;1.4086
NearlySorted;Gybrid;40;12700;1.4204
NearlySorted;Gybrid;40;12800;1.4224
NearlySorted;Gybrid;40;12900;1.4355
NearlySorted;Gybrid;40;13000;1.447
NearlySorted;Gybrid;40;13100;1.4566
NearlySorted;Gybrid;40;13200;1.4547
NearlySorted;Gybrid;40;13300;1.7428
NearlySorted;Gybrid;40;13400;1.4826
NearlySorted;Gybrid;40;13500;1.499
NearlySorted;Gybrid;40;13600;2.8323
NearlySorted;Gybrid;40;13700;1.5223
NearlySorted;Gybrid;40;13800;1.5269
NearlySorted;Gybrid;40;13900;1.55
NearlySorted;Gybrid;40;14000;1.5457
NearlySorted;Gybrid;40;14100;1.5571
NearlySorted;Gybrid;40;14200;2.5453
NearlySorted;Gybrid;40;14300;1.5803
NearlySorted;Gybrid;40;14400;1.5908
NearlySorted;Gybrid;40;14500;2.0192
NearlySorted;Gybrid;40;14600;1.6207
NearlySorted;Gybrid;40;14700;1.6291
NearlySorted;Gybrid;40;14800;1.6995
NearlySorted;Gybrid;40;14900;1.6462
NearlySorted;Gybrid;40;15000;1.6605
NearlySorted;Gybrid;40;15100;1.6666
NearlySorted;Gybrid;40;15200;2.0484
NearlySorted;Gybrid;40;15300;1.6924
NearlySorted;Gybrid;40;15400;1.6939
NearlySorted;Gybrid;40;15500;1.7103
NearlySorted;Gybrid;40;15600;1.717
NearlySorted;Gybrid;40;15700;1.7266
NearlySorted;Gybrid;40;15800;1.7434
NearlySorted;Gybrid;40;15900;1.7656
NearlySorted;Gybrid;40;16000;1.7575
NearlySorted;Gybrid;40;16100;1.7859
NearlySorted;Gybrid;40;16200;1.7847
NearlySorted;Gybrid;40;16300;1.7922
NearlySorted;Gybrid;40;16400;1.7942
NearlySorted;Gybrid;40;16500;1.8138
NearlySorted;Gybrid;40;16600;1.8187
